Unique ID;Date;Alcaldia;CP;Gender;Age;open_answer1;open_answer_2;Type of facility ;Professional Title;Type of facility ;auto code confidence;auto coded category 1;auto coded category 2
23200082;44917;Iztacalco;9410;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,655846469;FLEXIBILIDADLABORAL;
23200083;44791;Tláhuac;14070;Diverso;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,726323724;HARDWARE;
23200084;44649;Miguel Hidalgo;11950;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,233236145;HABILIDADESDIGITALES;
23200085;44685;Miguel Hidalgo;13300;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,396326924;CONECTIVIDADINTERNET;
23200086;44792;La Magdalena Contreras;11000;Diverso;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,135500598;TRANSFERENCIASMONETARIAS;
23200087;44912;Benito Juárez;4410;Diverso;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,276840904;MEJORESSUELDOS;
23200088;44694;Tlalpan;14630;Diverso;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,128348387;SERVICIOSCONFIABLES;
23200089;44797;Iztapalapa;9030;Prefiere no contestar;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,887637361;HABILIDADESDIGITALES;
23200090;44581;Cuajimalpa de Morelos;7640;Prefiere no contestar;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,729063402;FLEXIBILIDADLABORAL;
23200091;44894;Álvaro Obregón;1270;Mujer;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,746534757;TRANSPORTESEGURO;
23200092;44769;Coyoacán;6270;Mujer;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,407875435;HARDWARE;
23200093;44732;Tlalpan;15630;Diverso;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,102433176;FLEXIBILIDADLABORAL;
23200094;44674;Azcapotzalco;3520;Prefiere no contestar;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,133111091;GUARDERIAS;
23200095;44872;Miguel Hidalgo;13419;Diverso;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,091648414;TRANSPORTESEGURO;
23200096;44634;Xochimilco;0;Prefiere no contestar;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,228061352;SERVICIOSCONFIABLES;
23200097;44793;Iztapalapa;10600;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,631666297;TRANSFERENCIASMONETARIAS;
23200098;44760;Iztacalco;9550;Mujer;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,993443862;MEJORESSUELDOS;
23200099;44907;Xochimilco;0;Prefiere no contestar;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,636173068;MEJORESSUELDOS;
23200100;44737;Benito Juárez;4380;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,242307459;TRANSPORTESEGURO;
23200101;44647;Cuajimalpa de Morelos;7840;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,50219402;FLEXIBILIDADLABORAL;
23200102;44699;Cuauhtémoc;7279;Mujer;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,166630904;TRANSFERENCIASMONETARIAS;
23200103;44862;Gustavo A. Madero;8770;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,310160397;ESCUELAS DE TIEMPO COMPLETO;
23200104;44741;Milpa Alta;14200;Mujer;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,353789704;HARDWARE;
23200105;44661;Iztapalapa;11000;Prefiere no contestar;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,789609505;TRANSPORTESEGURO;
23200106;44697;Benito Juárez;4390;Prefiere no contestar;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,637917784;CONECTIVIDADINTERNET;
23200107;44865;Azcapotzalco;3600;Prefiere no contestar;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,546509323;GUARDERIAS;
23200108;44813;Cuajimalpa de Morelos;7870;Mujer;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,686516834;HARDWARE;
23200109;44763;Álvaro Obregón;2790;Diverso;22-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,506566998;TRANSFERENCIASMONETARIAS;
23200110;44625;Benito Juárez;4440;Prefiere no contestar;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,098859407;MEJORESSUELDOS;
23200111;44700;Cuajimalpa de Morelos;7188;Diverso;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,770472599;SUBSIDIOS;
23200112;44585;Tlalpan;16514;Diverso;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,405605919;FLEXIBILIDADLABORAL;
23200113;44753;Iztapalapa;11320;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,494208013;MEJORESSUELDOS;
23200114;44830;Miguel Hidalgo;13010;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,436920027;SERVICIOSCONFIABLES;
23200115;44765;Coyoacán;6850;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,149905219;FLEXIBILIDADLABORAL;
23200116;44700;Gustavo A. Madero;8710;Mujer;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,215817273;SERVICIOSCONFIABLES;
23200117;44851;Coyoacán;5118;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,5995775;CONECTIVIDADINTERNET;
23200118;44694;Gustavo A. Madero;8320;Mujer;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,433334303;TRANSPORTESEGURO;
23200119;44573;Tlalpan;16780;Mujer;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,19014503;HARDWARE;
23200120;44722;Álvaro Obregón;2790;Mujer;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,80129376;CONECTIVIDADINTERNET;
23200121;44783;La Magdalena Contreras;12200;Mujer;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,464329262;MEJORESSUELDOS;
23200122;44691;Tláhuac;14620;Mujer;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,598949625;TRANSFERENCIASMONETARIAS;
23200123;44710;Xochimilco;0;Prefiere no contestar;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,796448627;FLEXIBILIDADLABORAL;
23200124;44670;La Magdalena Contreras;12000;Diverso;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,251424913;SUBSIDIOS;
23200125;44613;Coyoacán;5050;Mujer;70-74;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,514834382;HARDWARE;
23200126;44882;Gustavo A. Madero;8810;Prefiere no contestar;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,714150068;CONECTIVIDADINTERNET;
23200127;44754;Cuauhtémoc;7456;Prefiere no contestar;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,447164229;SERVICIOSCONFIABLES;
23200128;44576;Álvaro Obregón;3440;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,883440892;HARDWARE;
23200129;44807;Iztapalapa;9970;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,179401507;SUBSIDIOS;
23200130;44887;Cuajimalpa de Morelos;7340;Prefiere no contestar;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,476981229;SUBSIDIOS;
23200131;44870;Tláhuac;14430;Prefiere no contestar;70-74;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,848845354;ESCUELAS DE TIEMPO COMPLETO;
23200132;44918;Azcapotzalco;3010;Diverso;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,986253528;ESCUELAS DE TIEMPO COMPLETO;
23200133;44576;Cuajimalpa de Morelos;7183;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,564899457;GUARDERIAS;
23200134;44667;Iztacalco;9000;Prefiere no contestar;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,074929028;CONECTIVIDADINTERNET;
23200135;44753;Miguel Hidalgo;13099;Diverso;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,008394364;TRANSFERENCIASMONETARIAS;
